id,datetime,from,to,communication,quality
507,2009-01-06 06:45:00,Ios,Android,Call,High
508,2009-01-06 07:00:00,Ios,Android,Message,High
509,2009-01-06 07:15:00,Android,Android,Call,High
510,2009-01-06 07:30:00,Android,Ios,Message,High
511,2009-01-06 07:45:00,Ios,Android,Message,High
512,2009-01-06 08:00:00,Ios,Ios,Message,High
513,2009-01-06 08:15:00,Android,Ios,Call,High
514,2009-01-06 08:30:00,Android,Android,Message,High
515,2009-01-06 08:45:00,Ios,Android,Message,Low
516,2009-01-06 09:00:00,Ios,Android,Call,Low
517,2009-01-06 09:15:00,Android,Android,Message,High
518,2009-01-06 09:30:00,Ios,Ios,Call,Low
519,2009-01-06 09:45:00,Ios,Android,Message,Low
520,2009-01-06 10:00:00,Android,Ios,Call,Low
521,2009-01-06 10:15:00,Android,Android,Message,Low
522,2009-01-06 10:30:00,Android,Android,Call,Low
523,2009-01-06 10:45:00,Ios,Ios,Call,Low
524,2009-01-06 11:00:00,Android,Android,Message,Low
525,2009-01-06 11:15:00,Android,Android,Message,High
526,2009-01-06 11:30:00,Ios,Ios,Call,Low
527,2009-01-06 11:45:00,Android,Ios,Message,Low
528,2009-01-06 12:00:00,Ios,Ios,Message,Low
529,2009-01-06 12:15:00,Ios,Android,Call,Low
530,2009-01-06 12:30:00,Android,Android,Call,Low
531,2009-01-06 12:45:00,Android,Android,Message,Low
532,2009-01-06 13:00:00,Ios,Android,Message,High
533,2009-01-06 13:15:00,Android,Android,Message,High
534,2009-01-06 13:30:00,Ios,Ios,Call,High
535,2009-01-06 13:45:00,Ios,Android,Call,High
536,2009-01-06 14:00:00,Android,Android,Message,Low
537,2009-01-06 14:15:00,Ios,Android,Message,High
538,2009-01-06 14:30:00,Android,Ios,Message,High
539,2009-01-06 14:45:00,Android,Ios,Call,Low
540,2009-01-06 15:00:00,Android,Android,Call,High
541,2009-01-06 15:15:00,Ios,Android,Message,Low
542,2009-01-06 15:30:00,Ios,Android,Call,High
543,2009-01-06 15:45:00,Ios,Ios,Message,Low
544,2009-01-06 16:00:00,Ios,Android,Message,Low
545,2009-01-06 16:15:00,Android,Android,Message,High
546,2009-01-06 16:30:00,Ios,Android,Message,High
547,2009-01-06 16:45:00,Ios,Android,Call,Low
548,2009-01-06 17:00:00,Ios,Android,Call,High
549,2009-01-06 17:15:00,Android,Android,Message,Low
550,2009-01-06 17:30:00,Ios,Ios,Message,High
551,2009-01-06 17:45:00,Ios,Android,Call,High
552,2009-01-06 18:00:00,Ios,Ios,Call,Low
553,2009-01-06 18:15:00,Ios,Ios,Call,High
554,2009-01-06 18:30:00,Android,Android,Call,High
555,2009-01-06 18:45:00,Ios,Android,Call,Low
556,2009-01-06 19:00:00,Ios,Ios,Call,High
557,2009-01-06 19:15:00,Android,Android,Message,Low
558,2009-01-06 19:30:00,Android,Android,Call,Low
559,2009-01-06 19:45:00,Ios,Android,Call,Low
560,2009-01-06 20:00:00,Ios,Android,Message,High
561,2009-01-06 20:15:00,Ios,Android,Call,Low
562,2009-01-06 20:30:00,Ios,Ios,Message,High
563,2009-01-06 20:45:00,Ios,Ios,Message,High
564,2009-01-06 21:00:00,Android,Ios,Call,Low
565,2009-01-06 21:15:00,Android,Ios,Call,Low
566,2009-01-06 21:30:00,Ios,Android,Message,High
567,2009-01-06 21:45:00,Ios,Android,Message,High
568,2009-01-06 22:00:00,Ios,Ios,Message,Low
569,2009-01-06 22:15:00,Android,Ios,Message,High
570,2009-01-06 22:30:00,Ios,Android,Call,High
571,2009-01-06 22:45:00,Ios,Ios,Message,High
572,2009-01-06 23:00:00,Ios,Ios,Call,Low
573,2009-01-06 23:15:00,Android,Ios,Call,Low
574,2009-01-06 23:30:00,Ios,Android,Message,Low
575,2009-01-06 23:45:00,Ios,Ios,Message,High
576,2009-01-07 00:00:00,Ios,Ios,Message,Low
577,2009-01-07 00:15:00,Android,Android,Message,Low
578,2009-01-07 00:30:00,Ios,Android,Call,High
579,2009-01-07 00:45:00,Ios,Ios,Message,Low
580,2009-01-07 01:00:00,Ios,Ios,Message,Low
581,2009-01-07 01:15:00,Ios,Ios,Message,Low
582,2009-01-07 01:30:00,Android,Android,Call,Low
583,2009-01-07 01:45:00,Android,Ios,Message,Low
584,2009-01-07 02:00:00,Ios,Android,Call,High
585,2009-01-07 02:15:00,Android,Android,Call,High
586,2009-01-07 02:30:00,Ios,Ios,Message,High
587,2009-01-07 02:45:00,Android,Android,Message,Low
588,2009-01-07 03:00:00,Ios,Android,Call,Low
589,2009-01-07 03:15:00,Ios,Android,Message,High
590,2009-01-07 03:30:00,Android,Android,Message,Low
591,2009-01-07 03:45:00,Ios,Android,Message,Low
592,2009-01-07 04:00:00,Android,Ios,Message,High
593,2009-01-07 04:15:00,Ios,Android,Message,High
594,2009-01-07 04:30:00,Android,Ios,Message,High
595,2009-01-07 04:45:00,Ios,Android,Call,High
596,2009-01-07 05:00:00,Android,Ios,Message,High
597,2009-01-07 05:15:00,Android,Ios,Message,Low
598,2009-01-07 05:30:00,Android,Android,Call,High
599,2009-01-07 05:45:00,Ios,Ios,Call,Low
600,2009-01-07 06:00:00,Ios,Ios,Message,High
601,2009-01-07 06:15:00,Ios,Android,Call,Low
602,2009-01-07 06:30:00,Ios,Ios,Call,Low
603,2009-01-07 06:45:00,Android,Android,Call,High
604,2009-01-07 07:00:00,Android,Android,Message,Low
605,2009-01-07 07:15:00,Ios,Android,Message,Low
606,2009-01-07 07:30:00,Android,Android,Message,High
607,2009-01-07 07:45:00,Ios,Ios,Message,Low
608,2009-01-07 08:00:00,Ios,Ios,Message,High
609,2009-01-07 08:15:00,Ios,Android,Call,High
610,2009-01-07 08:30:00,Ios,Ios,Message,Low
611,2009-01-07 08:45:00,Android,Ios,Call,Low
612,2009-01-07 09:00:00,Ios,Ios,Call,Low
613,2009-01-07 09:15:00,Android,Android,Call,High
614,2009-01-07 09:30:00,Android,Android,Call,High
615,2009-01-07 09:45:00,Android,Ios,Call,Low
616,2009-01-07 10:00:00,Android,Android,Call,High
617,2009-01-07 10:15:00,Android,Ios,Message,Low
618,2009-01-07 10:30:00,Ios,Android,Message,High
619,2009-01-07 10:45:00,Ios,Android,Message,High
620,2009-01-07 11:00:00,Ios,Android,Call,High
621,2009-01-07 11:15:00,Android,Ios,Message,High
622,2009-01-07 11:30:00,Ios,Android,Call,High
623,2009-01-07 11:45:00,Ios,Ios,Message,Low
624,2009-01-07 12:00:00,Android,Android,Message,Low
625,2009-01-07 12:15:00,Ios,Android,Message,Low
626,2009-01-07 12:30:00,Android,Android,Message,Low
627,2009-01-07 12:45:00,Android,Ios,Call,Low
628,2009-01-07 13:00:00,Android,Android,Message,High
629,2009-01-07 13:15:00,Ios,Android,Message,High
630,2009-01-07 13:30:00,Android,Ios,Call,Low
631,2009-01-07 13:45:00,Android,Ios,Call,Low
632,2009-01-07 14:00:00,Android,Android,Message,Low
633,2009-01-07 14:15:00,Ios,Ios,Message,High
634,2009-01-07 14:30:00,Ios,Android,Call,Low
635,2009-01-07 14:45:00,Android,Android,Call,High
636,2009-01-07 15:00:00,Ios,Android,Message,Low
637,2009-01-07 15:15:00,Android,Android,Message,Low
638,2009-01-07 15:30:00,Android,Ios,Call,Low
639,2009-01-07 15:45:00,Ios,Android,Call,High
640,2009-01-07 16:00:00,Ios,Ios,Message,High
641,2009-01-07 16:15:00,Ios,Android,Call,High
642,2009-01-07 16:30:00,Ios,Android,Message,Low
643,2009-01-07 16:45:00,Android,Ios,Message,High
644,2009-01-07 17:00:00,Ios,Android,Call,High
645,2009-01-07 17:15:00,Android,Android,Call,High
646,2009-01-07 17:30:00,Android,Android,Message,Low
647,2009-01-07 17:45:00,Ios,Android,Call,Low
648,2009-01-07 18:00:00,Android,Ios,Call,High
649,2009-01-07 18:15:00,Ios,Ios,Call,High
650,2009-01-07 18:30:00,Android,Android,Message,Low
651,2009-01-07 18:45:00,Android,Android,Call,High
652,2009-01-07 19:00:00,Ios,Android,Message,Low
653,2009-01-07 19:15:00,Ios,Android,Message,High
654,2009-01-07 19:30:00,Android,Android,Call,Low
655,2009-01-07 19:45:00,Ios,Android,Message,High
656,2009-01-07 20:00:00,Ios,Ios,Call,Low
657,2009-01-07 20:15:00,Android,Ios,Call,High
658,2009-01-07 20:30:00,Ios,Android,Message,High
659,2009-01-07 20:45:00,Ios,Ios,Call,Low
660,2009-01-07 21:00:00,Ios,Android,Call,High
661,2009-01-07 21:15:00,Android,Ios,Call,Low
662,2009-01-07 21:30:00,Ios,Android,Message,Low
663,2009-01-07 21:45:00,Android,Android,Call,Low
664,2009-01-07 22:00:00,Android,Ios,Call,Low
665,2009-01-07 22:15:00,Ios,Android,Call,High
666,2009-01-07 22:30:00,Ios,Android,Message,Low
667,2009-01-07 22:45:00,Ios,Ios,Call,High
668,2009-01-07 23:00:00,Android,Android,Message,Low
669,2009-01-07 23:15:00,Ios,Android,Call,High
670,2009-01-07 23:30:00,Ios,Ios,Message,High
671,2009-01-07 23:45:00,Android,Ios,Message,High
672,2009-01-08 00:00:00,Ios,Ios,Call,Low
673,2009-01-08 00:15:00,Android,Android,Message,Low
674,2009-01-08 00:30:00,Android,Android,Message,High
675,2009-01-08 00:45:00,Ios,Ios,Message,Low
676,2009-01-08 01:00:00,Ios,Android,Message,Low
677,2009-01-08 01:15:00,Android,Android,Message,Low
678,2009-01-08 01:30:00,Ios,Android,Call,High
679,2009-01-08 01:45:00,Ios,Android,Message,High
680,2009-01-08 02:00:00,Android,Ios,Call,Low
681,2009-01-08 02:15:00,Android,Ios,Call,Low
682,2009-01-08 02:30:00,Ios,Ios,Message,Low
683,2009-01-08 02:45:00,Ios,Ios,Call,High
684,2009-01-08 03:00:00,Ios,Ios,Call,High
685,2009-01-08 03:15:00,Android,Android,Message,Low
686,2009-01-08 03:30:00,Android,Android,Message,Low
687,2009-01-08 03:45:00,Ios,Ios,Message,Low
688,2009-01-08 04:00:00,Ios,Android,Call,High
689,2009-01-08 04:15:00,Android,Android,Call,High
690,2009-01-08 04:30:00,Android,Ios,Call,Low
691,2009-01-08 04:45:00,Android,Android,Message,High
692,2009-01-08 05:00:00,Android,Ios,Message,High
693,2009-01-08 05:15:00,Ios,Android,Call,Low
694,2009-01-08 05:30:00,Ios,Ios,Message,Low
695,2009-01-08 05:45:00,Android,Ios,Message,High
696,2009-01-08 06:00:00,Android,Ios,Call,Low
697,2009-01-08 06:15:00,Ios,Android,Message,Low
698,2009-01-08 06:30:00,Android,Android,Message,High
699,2009-01-08 06:45:00,Android,Android,Call,High
700,2009-01-08 07:00:00,Ios,Android,Call,Low
701,2009-01-08 07:15:00,Android,Ios,Call,High
702,2009-01-08 07:30:00,Android,Ios,Call,Low
703,2009-01-08 07:45:00,Android,Ios,Message,Low
704,2009-01-08 08:00:00,Ios,Android,Message,Low
705,2009-01-08 08:15:00,Android,Android,Message,High
706,2009-01-08 08:30:00,Ios,Ios,Call,Low
707,2009-01-08 08:45:00,Ios,Ios,Call,High
708,2009-01-08 09:00:00,Ios,Android,Call,Low
709,2009-01-08 09:15:00,Android,Ios,Call,Low
710,2009-01-08 09:30:00,Ios,Android,Call,High
711,2009-01-08 09:45:00,Ios,Android,Message,High
712,2009-01-08 10:00:00,Android,Android,Message,Low
713,2009-01-08 10:15:00,Android,Ios,Message,High
714,2009-01-08 10:30:00,Ios,Ios,Message,High
715,2009-01-08 10:45:00,Android,Android,Message,High
716,2009-01-08 11:00:00,Ios,Android,Message,High
717,2009-01-08 11:15:00,Android,Ios,Call,Low
718,2009-01-08 11:30:00,Android,Android,Call,High
719,2009-01-08 11:45:00,Android,Ios,Call,Low
720,2009-01-08 12:00:00,Ios,Android,Message,Low
721,2009-01-08 12:15:00,Ios,Android,Message,High
722,2009-01-08 12:30:00,Ios,Ios,Call,High
723,2009-01-08 12:45:00,Ios,Android,Message,Low
724,2009-01-08 13:00:00,Android,Ios,Call,Low
725,2009-01-08 13:15:00,Android,Android,Call,High
726,2009-01-08 13:30:00,Android,Ios,Call,High
727,2009-01-08 13:45:00,Ios,Android,Call,High
728,2009-01-08 14:00:00,Android,Android,Call,Low
729,2009-01-08 14:15:00,Ios,Ios,Message,Low
730,2009-01-08 14:30:00,Ios,Android,Call,Low
731,2009-01-08 14:45:00,Android,Ios,Call,Low
732,2009-01-08 15:00:00,Ios,Ios,Call,Low
733,2009-01-08 15:15:00,Ios,Android,Call,Low
734,2009-01-08 15:30:00,Ios,Ios,Call,High
735,2009-01-08 15:45:00,Android,Ios,Message,Low
736,2009-01-08 16:00:00,Ios,Android,Message,High
737,2009-01-08 16:15:00,Ios,Android,Call,High
738,2009-01-08 16:30:00,Ios,Ios,Message,High
739,2009-01-08 16:45:00,Ios,Android,Message,Low
740,2009-01-08 17:00:00,Ios,Ios,Call,Low
741,2009-01-08 17:15:00,Android,Android,Call,Low
742,2009-01-08 17:30:00,Android,Ios,Message,High
743,2009-01-08 17:45:00,Ios,Android,Call,High
744,2009-01-08 18:00:00,Android,Android,Call,High
745,2009-01-08 18:15:00,Android,Android,Call,Low
746,2009-01-08 18:30:00,Ios,Android,Call,High
747,2009-01-08 18:45:00,Ios,Ios,Message,High
748,2009-01-08 19:00:00,Ios,Android,Call,High
749,2009-01-08 19:15:00,Android,Android,Call,Low
750,2009-01-08 19:30:00,Ios,Ios,Message,Low
751,2009-01-08 19:45:00,Android,Ios,Message,High
752,2009-01-08 20:00:00,Ios,Android,Message,Low
753,2009-01-08 20:15:00,Android,Ios,Call,Low
754,2009-01-08 20:30:00,Ios,Ios,Message,High
755,2009-01-08 20:45:00,Android,Ios,Call,Low
756,2009-01-08 21:00:00,Ios,Android,Message,High
757,2009-01-08 21:15:00,Android,Ios,Message,High
758,2009-01-08 21:30:00,Ios,Android,Call,Low
759,2009-01-08 21:45:00,Ios,Ios,Message,Low
760,2009-01-08 22:00:00,Android,Android,Call,High
761,2009-01-08 22:15:00,Ios,Ios,Call,Low
762,2009-01-08 22:30:00,Ios,Android,Call,High
763,2009-01-08 22:45:00,Android,Ios,Message,Low
764,2009-01-08 23:00:00,Android,Android,Message,High
765,2009-01-08 23:15:00,Ios,Android,Message,Low
766,2009-01-08 23:30:00,Ios,Ios,Message,High
767,2009-01-08 23:45:00,Android,Ios,Message,High
768,2009-01-09 00:00:00,Ios,Android,Call,High
769,2009-01-09 00:15:00,Ios,Ios,Message,Low
770,2009-01-09 00:30:00,Android,Android,Call,High
771,2009-01-09 00:45:00,Ios,Ios,Message,Low
772,2009-01-09 01:00:00,Android,Android,Call,Low
773,2009-01-09 01:15:00,Android,Ios,Call,High
774,2009-01-09 01:30:00,Ios,Ios,Call,High
775,2009-01-09 01:45:00,Android,Ios,Call,High
776,2009-01-09 02:00:00,Ios,Ios,Message,High
777,2009-01-09 02:15:00,Android,Android,Message,Low
778,2009-01-09 02:30:00,Android,Ios,Message,High
779,2009-01-09 02:45:00,Ios,Android,Call,High
780,2009-01-09 03:00:00,Ios,Ios,Message,Low
781,2009-01-09 03:15:00,Android,Android,Message,High
782,2009-01-09 03:30:00,Android,Android,Call,High
783,2009-01-09 03:45:00,Ios,Ios,Message,High
784,2009-01-09 04:00:00,Android,Ios,Call,High
785,2009-01-09 04:15:00,Ios,Ios,Message,Low
786,2009-01-09 04:30:00,Android,Android,Message,Low
787,2009-01-09 04:45:00,Android,Android,Message,High
788,2009-01-09 05:00:00,Android,Android,Call,Low
789,2009-01-09 05:15:00,Ios,Android,Message,Low
790,2009-01-09 05:30:00,Android,Android,Message,High
791,2009-01-09 05:45:00,Android,Ios,Call,Low
792,2009-01-09 06:00:00,Ios,Android,Message,Low
793,2009-01-09 06:15:00,Android,Ios,Call,High
794,2009-01-09 06:30:00,Ios,Ios,Call,Low
795,2009-01-09 06:45:00,Android,Ios,Call,High
796,2009-01-09 07:00:00,Ios,Android,Call,High
797,2009-01-09 07:15:00,Android,Android,Call,High
798,2009-01-09 07:30:00,Ios,Ios,Message,Low
799,2009-01-09 07:45:00,Ios,Android,Call,High
800,2009-01-09 08:00:00,Ios,Ios,Call,Low
801,2009-01-09 08:15:00,Ios,Android,Message,High
802,2009-01-09 08:30:00,Android,Android,Message,Low
803,2009-01-09 08:45:00,Ios,Ios,Message,Low
804,2009-01-09 09:00:00,Ios,Ios,Message,Low
805,2009-01-09 09:15:00,Ios,Android,Message,High
806,2009-01-09 09:30:00,Ios,Android,Call,Low
807,2009-01-09 09:45:00,Ios,Ios,Message,Low
808,2009-01-09 10:00:00,Ios,Ios,Call,High
809,2009-01-09 10:15:00,Android,Ios,Call,Low
810,2009-01-09 10:30:00,Android,Ios,Message,High
811,2009-01-09 10:45:00,Android,Android,Call,High
812,2009-01-09 11:00:00,Ios,Ios,Call,High
813,2009-01-09 11:15:00,Ios,Ios,Message,Low
814,2009-01-09 11:30:00,Ios,Android,Call,High
815,2009-01-09 11:45:00,Ios,Android,Call,High
816,2009-01-09 12:00:00,Ios,Ios,Message,Low
817,2009-01-09 12:15:00,Android,Android,Message,Low
818,2009-01-09 12:30:00,Ios,Android,Message,High
819,2009-01-09 12:45:00,Ios,Ios,Message,High
820,2009-01-09 13:00:00,Ios,Android,Message,High
821,2009-01-09 13:15:00,Android,Ios,Call,Low
822,2009-01-09 13:30:00,Ios,Ios,Call,High
823,2009-01-09 13:45:00,Ios,Ios,Call,High
824,2009-01-09 14:00:00,Android,Android,Call,High
825,2009-01-09 14:15:00,Android,Ios,Message,Low
826,2009-01-09 14:30:00,Android,Android,Message,Low
827,2009-01-09 14:45:00,Android,Ios,Call,High
828,2009-01-09 15:00:00,Ios,Android,Call,High
829,2009-01-09 15:15:00,Ios,Ios,Message,High
830,2009-01-09 15:30:00,Android,Ios,Call,High
831,2009-01-09 15:45:00,Android,Android,Message,High
832,2009-01-09 16:00:00,Ios,Ios,Message,Low
833,2009-01-09 16:15:00,Android,Ios,Message,High
834,2009-01-09 16:30:00,Android,Android,Call,Low
835,2009-01-09 16:45:00,Ios,Android,Call,Low
836,2009-01-09 17:00:00,Ios,Ios,Call,High
837,2009-01-09 17:15:00,Android,Ios,Message,Low
838,2009-01-09 17:30:00,Android,Android,Message,Low
839,2009-01-09 17:45:00,Ios,Android,Message,High
840,2009-01-09 18:00:00,Ios,Ios,Message,Low
841,2009-01-09 18:15:00,Android,Android,Call,High
842,2009-01-09 18:30:00,Ios,Android,Call,Low
843,2009-01-09 18:45:00,Ios,Android,Message,High
844,2009-01-09 19:00:00,Ios,Android,Message,Low
845,2009-01-09 19:15:00,Ios,Ios,Message,Low
846,2009-01-09 19:30:00,Ios,Ios,Message,High
847,2009-01-09 19:45:00,Android,Android,Message,Low
848,2009-01-09 20:00:00,Android,Android,Message,High
849,2009-01-09 20:15:00,Ios,Android,Message,Low
850,2009-01-09 20:30:00,Ios,Android,Call,Low
851,2009-01-09 20:45:00,Android,Ios,Message,Low
852,2009-01-09 21:00:00,Ios,Ios,Message,High
853,2009-01-09 21:15:00,Ios,Android,Message,High
854,2009-01-09 21:30:00,Android,Android,Message,High
855,2009-01-09 21:45:00,Android,Android,Message,Low
856,2009-01-09 22:00:00,Android,Android,Call,Low
857,2009-01-09 22:15:00,Android,Ios,Message,High
858,2009-01-09 22:30:00,Android,Ios,Message,Low
859,2009-01-09 22:45:00,Ios,Android,Call,Low
860,2009-01-09 23:00:00,Android,Android,Call,High
861,2009-01-09 23:15:00,Android,Android,Message,Low
862,2009-01-09 23:30:00,Android,Ios,Message,High
863,2009-01-09 23:45:00,Android,Android,Call,Low
864,2009-01-10 00:00:00,Ios,Ios,Message,High
865,2009-01-10 00:15:00,Android,Ios,Message,High
866,2009-01-10 00:30:00,Android,Android,Message,High
867,2009-01-10 00:45:00,Ios,Android,Call,High
868,2009-01-10 01:00:00,Ios,Ios,Call,Low
869,2009-01-10 01:15:00,Android,Android,Message,Low
870,2009-01-10 01:30:00,Ios,Android,Call,High
871,2009-01-10 01:45:00,Android,Android,Call,High
872,2009-01-10 02:00:00,Ios,Ios,Message,High
873,2009-01-10 02:15:00,Android,Ios,Call,Low
874,2009-01-10 02:30:00,Ios,Ios,Message,Low
875,2009-01-10 02:45:00,Android,Ios,Call,Low
876,2009-01-10 03:00:00,Android,Android,Call,High
877,2009-01-10 03:15:00,Android,Android,Call,Low
878,2009-01-10 03:30:00,Ios,Android,Message,High
879,2009-01-10 03:45:00,Ios,Android,Message,Low
880,2009-01-10 04:00:00,Ios,Ios,Call,Low
881,2009-01-10 04:15:00,Android,Android,Message,Low
882,2009-01-10 04:30:00,Android,Android,Call,Low
883,2009-01-10 04:45:00,Ios,Android,Call,High
884,2009-01-10 05:00:00,Ios,Android,Call,Low
885,2009-01-10 05:15:00,Android,Android,Call,Low
886,2009-01-10 05:30:00,Ios,Android,Call,High
887,2009-01-10 05:45:00,Ios,Ios,Message,Low
888,2009-01-10 06:00:00,Android,Ios,Call,Low
889,2009-01-10 06:15:00,Ios,Ios,Call,High
890,2009-01-10 06:30:00,Android,Ios,Message,High
891,2009-01-10 06:45:00,Android,Ios,Call,High
892,2009-01-10 07:00:00,Ios,Ios,Message,High
893,2009-01-10 07:15:00,Ios,Android,Call,Low
894,2009-01-10 07:30:00,Ios,Ios,Call,High
895,2009-01-10 07:45:00,Android,Android,Message,High
896,2009-01-10 08:00:00,Android,Ios,Message,High
897,2009-01-10 08:15:00,Android,Android,Call,Low
898,2009-01-10 08:30:00,Android,Android,Message,High
899,2009-01-10 08:45:00,Ios,Android,Call,High
900,2009-01-10 09:00:00,Android,Android,Call,High
901,2009-01-10 09:15:00,Android,Android,Message,High
902,2009-01-10 09:30:00,Android,Ios,Message,Low
903,2009-01-10 09:45:00,Android,Android,Message,High
904,2009-01-10 10:00:00,Android,Android,Call,Low
905,2009-01-10 10:15:00,Ios,Android,Message,Low
906,2009-01-10 10:30:00,Android,Android,Call,Low
907,2009-01-10 10:45:00,Android,Android,Call,High
908,2009-01-10 11:00:00,Android,Android,Message,Low
909,2009-01-10 11:15:00,Android,Android,Message,Low
910,2009-01-10 11:30:00,Android,Ios,Message,High
911,2009-01-10 11:45:00,Ios,Android,Message,High
912,2009-01-10 12:00:00,Android,Android,Message,Low
913,2009-01-10 12:15:00,Android,Ios,Call,High
914,2009-01-10 12:30:00,Ios,Android,Call,High
915,2009-01-10 12:45:00,Ios,Ios,Call,High
916,2009-01-10 13:00:00,Ios,Android,Message,High
917,2009-01-10 13:15:00,Ios,Android,Call,High
918,2009-01-10 13:30:00,Ios,Ios,Message,High
919,2009-01-10 13:45:00,Android,Android,Message,High
920,2009-01-10 14:00:00,Ios,Android,Call,Low
921,2009-01-10 14:15:00,Ios,Android,Call,Low
922,2009-01-10 14:30:00,Ios,Android,Message,Low
923,2009-01-10 14:45:00,Android,Ios,Call,High
924,2009-01-10 15:00:00,Android,Ios,Call,Low
925,2009-01-10 15:15:00,Android,Ios,Message,High
926,2009-01-10 15:30:00,Android,Android,Message,Low
927,2009-01-10 15:45:00,Android,Android,Call,High
928,2009-01-10 16:00:00,Ios,Ios,Call,High
929,2009-01-10 16:15:00,Android,Ios,Message,Low
930,2009-01-10 16:30:00,Ios,Ios,Message,High
931,2009-01-10 16:45:00,Ios,Android,Message,High
932,2009-01-10 17:00:00,Android,Android,Message,High
933,2009-01-10 17:15:00,Ios,Ios,Call,Low
934,2009-01-10 17:30:00,Ios,Android,Message,High
935,2009-01-10 17:45:00,Android,Ios,Message,High
936,2009-01-10 18:00:00,Ios,Ios,Message,Low
937,2009-01-10 18:15:00,Ios,Android,Message,Low
938,2009-01-10 18:30:00,Android,Ios,Message,High
939,2009-01-10 18:45:00,Android,Ios,Message,High
940,2009-01-10 19:00:00,Android,Ios,Message,High
941,2009-01-10 19:15:00,Ios,Ios,Message,Low
942,2009-01-10 19:30:00,Android,Ios,Call,Low
943,2009-01-10 19:45:00,Ios,Ios,Message,High
944,2009-01-10 20:00:00,Android,Android,Message,High
945,2009-01-10 20:15:00,Ios,Ios,Call,High
946,2009-01-10 20:30:00,Ios,Android,Call,Low
947,2009-01-10 20:45:00,Ios,Ios,Message,Low
948,2009-01-10 21:00:00,Ios,Android,Message,Low
949,2009-01-10 21:15:00,Ios,Ios,Call,Low
950,2009-01-10 21:30:00,Ios,Ios,Call,High
951,2009-01-10 21:45:00,Android,Ios,Call,High
952,2009-01-10 22:00:00,Ios,Android,Message,High
953,2009-01-10 22:15:00,Ios,Ios,Message,High
954,2009-01-10 22:30:00,Ios,Ios,Call,Low
955,2009-01-10 22:45:00,Android,Android,Call,High
956,2009-01-10 23:00:00,Ios,Ios,Call,Low
957,2009-01-10 23:15:00,Ios,Ios,Message,High
958,2009-01-10 23:30:00,Android,Ios,Message,High
959,2009-01-10 23:45:00,Android,Android,Call,Low
960,2009-01-11 00:00:00,Android,Android,Call,High
961,2009-01-11 00:15:00,Android,Android,Call,High
962,2009-01-11 00:30:00,Ios,Ios,Message,Low
963,2009-01-11 00:45:00,Android,Ios,Call,Low
964,2009-01-11 01:00:00,Ios,Android,Message,Low
965,2009-01-11 01:15:00,Ios,Android,Message,High
966,2009-01-11 01:30:00,Ios,Android,Message,Low
967,2009-01-11 01:45:00,Android,Ios,Message,Low
968,2009-01-11 02:00:00,Android,Ios,Message,High
969,2009-01-11 02:15:00,Android,Ios,Call,Low
970,2009-01-11 02:30:00,Android,Ios,Message,High
971,2009-01-11 02:45:00,Android,Ios,Message,Low
972,2009-01-11 03:00:00,Android,Android,Message,High
973,2009-01-11 03:15:00,Android,Android,Message,Low
974,2009-01-11 03:30:00,Android,Android,Call,High
975,2009-01-11 03:45:00,Android,Android,Call,High
976,2009-01-11 04:00:00,Android,Android,Message,High
977,2009-01-11 04:15:00,Android,Android,Message,High
978,2009-01-11 04:30:00,Ios,Ios,Message,Low
979,2009-01-11 04:45:00,Ios,Android,Message,Low
980,2009-01-11 05:00:00,Ios,Android,Call,Low
981,2009-01-11 05:15:00,Ios,Android,Message,High
982,2009-01-11 05:30:00,Ios,Android,Call,High
983,2009-01-11 05:45:00,Ios,Ios,Call,High
984,2009-01-11 06:00:00,Android,Ios,Message,High
985,2009-01-11 06:15:00,Ios,Ios,Message,High
986,2009-01-11 06:30:00,Ios,Ios,Call,Low
987,2009-01-11 06:45:00,Android,Android,Message,Low
988,2009-01-11 07:00:00,Ios,Ios,Message,High
989,2009-01-11 07:15:00,Ios,Ios,Message,High
990,2009-01-11 07:30:00,Ios,Ios,Call,High
991,2009-01-11 07:45:00,Android,Android,Call,Low
992,2009-01-11 08:00:00,Android,Android,Message,High
993,2009-01-11 08:15:00,Ios,Android,Message,High
994,2009-01-11 08:30:00,Ios,Android,Call,High
995,2009-01-11 08:45:00,Android,Android,Message,Low
996,2009-01-11 09:00:00,Ios,Android,Call,Low
997,2009-01-11 09:15:00,Android,Android,Message,Low
998,2009-01-11 09:30:00,Android,Android,Call,Low
999,2009-01-11 09:45:00,Android,Android,Message,High
1000,2009-01-11 10:00:00,Ios,Android,Call,Low
1001,2009-01-11 10:15:00,Ios,Android,Call,High
1002,2009-01-11 10:30:00,Android,Android,Call,Low
1003,2009-01-11 10:45:00,Ios,Ios,Message,Low
1004,2009-01-11 11:00:00,Android,Android,Call,Low
1005,2009-01-11 11:15:00,Ios,Ios,Message,High
1006,2009-01-11 11:30:00,Android,Ios,Message,Low
1007,2009-01-11 11:45:00,Android,Ios,Call,High
1008,2009-01-11 12:00:00,Android,Android,Call,Low
1009,2009-01-11 12:15:00,Android,Ios,Call,Low
1010,2009-01-11 12:30:00,Ios,Android,Message,High
1011,2009-01-11 12:45:00,Ios,Android,Message,Low
1012,2009-01-11 13:00:00,Ios,Ios,Call,High
1013,2009-01-11 13:15:00,Ios,Ios,Call,Low
1014,2009-01-11 13:30:00,Ios,Ios,Message,Low
