No.,Time,Source,Destination,Protocol,Length,ActionType
1017,2020-10-19T17:25:36.161,127.0.0.1,127.0.0.1,TCP,112,0
1018,2020-10-19T17:25:36.364,127.0.0.1,127.0.0.1,TCP,141,1
1019,2020-10-19T17:25:36.411,127.0.0.1,127.0.0.1,TCP,137,4
1020,2020-10-19T17:25:36.411,127.0.0.1,127.0.0.1,TCP,43,2
1021,2020-10-19T17:25:36.542,127.0.0.1,127.0.0.1,TCP,43,2
1022,2020-10-19T17:25:36.543,127.0.0.1,127.0.0.1,TCP,43,2
1023,2020-10-19T17:25:36.559,127.0.0.1,127.0.0.1,TCP,112,0
1024,2020-10-19T17:25:36.778,127.0.0.1,127.0.0.1,TCP,141,1
1025,2020-10-19T17:25:36.809,127.0.0.1,127.0.0.1,TCP,137,4
1026,2020-10-19T17:25:36.809,127.0.0.1,127.0.0.1,TCP,43,2
1027,2020-10-19T17:25:36.809,127.0.0.1,127.0.0.1,TCP,43,2
1028,2020-10-19T17:25:36.824,127.0.0.1,127.0.0.1,TCP,43,2
1029,2020-10-19T17:25:36.840,127.0.0.1,127.0.0.1,TCP,112,0
1030,2020-10-19T17:25:37.043,127.0.0.1,127.0.0.1,TCP,141,1
1031,2020-10-19T17:25:37.090,127.0.0.1,127.0.0.1,TCP,137,4
1032,2020-10-19T17:25:37.090,127.0.0.1,127.0.0.1,TCP,43,2
1033,2020-10-19T17:25:37.090,127.0.0.1,127.0.0.1,TCP,43,2
1034,2020-10-19T17:25:37.200,127.0.0.1,127.0.0.1,TCP,43,2
1035,2020-10-19T17:25:37.278,127.0.0.1,127.0.0.1,TCP,112,0
1036,2020-10-19T17:25:37.481,127.0.0.1,127.0.0.1,TCP,141,1
1037,2020-10-19T17:25:37.528,127.0.0.1,127.0.0.1,TCP,137,4
1038,2020-10-19T17:25:37.528,127.0.0.1,127.0.0.1,TCP,43,2
1039,2020-10-19T17:25:37.546,127.0.0.1,127.0.0.1,TCP,43,2
1040,2020-10-19T17:25:37.548,127.0.0.1,127.0.0.1,TCP,43,2
1041,2020-10-19T17:25:37.626,127.0.0.1,127.0.0.1,TCP,112,0
1042,2020-10-19T17:25:37.829,127.0.0.1,127.0.0.1,TCP,141,1
1043,2020-10-19T17:25:37.876,127.0.0.1,127.0.0.1,TCP,137,4
1044,2020-10-19T17:25:37.876,127.0.0.1,127.0.0.1,TCP,43,2
1045,2020-10-19T17:25:37.876,127.0.0.1,127.0.0.1,TCP,43,2
1046,2020-10-19T17:25:37.891,127.0.0.1,127.0.0.1,TCP,43,2
1047,2020-10-19T17:25:37.891,127.0.0.1,127.0.0.1,TCP,112,0
1048,2020-10-19T17:25:38.094,127.0.0.1,127.0.0.1,TCP,141,1
1049,2020-10-19T17:25:38.141,127.0.0.1,127.0.0.1,TCP,137,4
1050,2020-10-19T17:25:38.141,127.0.0.1,127.0.0.1,TCP,43,2
1051,2020-10-19T17:25:38.141,127.0.0.1,127.0.0.1,TCP,43,2
1052,2020-10-19T17:25:38.141,127.0.0.1,127.0.0.1,TCP,43,2
1053,2020-10-19T17:25:38.157,127.0.0.1,127.0.0.1,TCP,112,0
1054,2020-10-19T17:25:38.376,127.0.0.1,127.0.0.1,TCP,141,1
1055,2020-10-19T17:25:38.407,127.0.0.1,127.0.0.1,TCP,137,4
1056,2020-10-19T17:25:38.407,127.0.0.1,127.0.0.1,TCP,43,2
1057,2020-10-19T17:25:38.548,127.0.0.1,127.0.0.1,TCP,43,2
1058,2020-10-19T17:25:38.558,127.0.0.1,127.0.0.1,TCP,43,2
1059,2020-10-19T17:25:38.574,127.0.0.1,127.0.0.1,TCP,112,0
1060,2020-10-19T17:25:38.777,127.0.0.1,127.0.0.1,TCP,141,1
1061,2020-10-19T17:25:38.840,127.0.0.1,127.0.0.1,TCP,137,4
1062,2020-10-19T17:25:38.840,127.0.0.1,127.0.0.1,TCP,43,2
1063,2020-10-19T17:25:38.840,127.0.0.1,127.0.0.1,TCP,43,2
1064,2020-10-19T17:25:38.855,127.0.0.1,127.0.0.1,TCP,43,2
1065,2020-10-19T17:25:38.871,127.0.0.1,127.0.0.1,TCP,112,0
1066,2020-10-19T17:25:39.074,127.0.0.1,127.0.0.1,TCP,141,1
1067,2020-10-19T17:25:39.121,127.0.0.1,127.0.0.1,TCP,137,4
1068,2020-10-19T17:25:39.121,127.0.0.1,127.0.0.1,TCP,43,2
1069,2020-10-19T17:25:39.121,127.0.0.1,127.0.0.1,TCP,43,2
1070,2020-10-19T17:25:39.215,127.0.0.1,127.0.0.1,TCP,43,2
1071,2020-10-19T17:25:39.309,127.0.0.1,127.0.0.1,TCP,112,0
1072,2020-10-19T17:25:39.512,127.0.0.1,127.0.0.1,TCP,141,1
1073,2020-10-19T17:25:39.561,127.0.0.1,127.0.0.1,TCP,137,4
1074,2020-10-19T17:25:39.561,127.0.0.1,127.0.0.1,TCP,43,2
1075,2020-10-19T17:25:39.561,127.0.0.1,127.0.0.1,TCP,43,2
1076,2020-10-19T17:25:39.561,127.0.0.1,127.0.0.1,TCP,43,2
1077,2020-10-19T17:25:39.639,127.0.0.1,127.0.0.1,TCP,112,0
1078,2020-10-19T17:25:39.842,127.0.0.1,127.0.0.1,TCP,141,1
1079,2020-10-19T17:25:39.905,127.0.0.1,127.0.0.1,TCP,137,4
1080,2020-10-19T17:25:39.905,127.0.0.1,127.0.0.1,TCP,43,2
1081,2020-10-19T17:25:39.905,127.0.0.1,127.0.0.1,TCP,43,2
1082,2020-10-19T17:25:39.920,127.0.0.1,127.0.0.1,TCP,43,2
1083,2020-10-19T17:25:39.936,127.0.0.1,127.0.0.1,TCP,112,0
1084,2020-10-19T17:25:40.139,127.0.0.1,127.0.0.1,TCP,141,1
1085,2020-10-19T17:25:40.202,127.0.0.1,127.0.0.1,TCP,137,4
1086,2020-10-19T17:25:40.202,127.0.0.1,127.0.0.1,TCP,43,2
1087,2020-10-19T17:25:40.217,127.0.0.1,127.0.0.1,TCP,43,2
1088,2020-10-19T17:25:40.217,127.0.0.1,127.0.0.1,TCP,43,2
1089,2020-10-19T17:25:40.233,127.0.0.1,127.0.0.1,TCP,112,0
1090,2020-10-19T17:25:40.436,127.0.0.1,127.0.0.1,TCP,141,1
1091,2020-10-19T17:25:40.499,127.0.0.1,127.0.0.1,TCP,137,4
1092,2020-10-19T17:25:40.499,127.0.0.1,127.0.0.1,TCP,43,2
1093,2020-10-19T17:25:40.702,127.0.0.1,127.0.0.1,TCP,43,2
1094,2020-10-19T17:25:40.708,127.0.0.1,127.0.0.1,TCP,43,2
1095,2020-10-19T17:25:40.724,127.0.0.1,127.0.0.1,TCP,112,0
1096,2020-10-19T17:25:40.943,127.0.0.1,127.0.0.1,TCP,141,1
1097,2020-10-19T17:25:40.990,127.0.0.1,127.0.0.1,TCP,137,4
1098,2020-10-19T17:25:40.990,127.0.0.1,127.0.0.1,TCP,43,2
1099,2020-10-19T17:25:40.990,127.0.0.1,127.0.0.1,TCP,43,2
1100,2020-10-19T17:25:41.005,127.0.0.1,127.0.0.1,TCP,43,2
1101,2020-10-19T17:25:41.021,127.0.0.1,127.0.0.1,TCP,112,0
1102,2020-10-19T17:25:41.224,127.0.0.1,127.0.0.1,TCP,141,1
1103,2020-10-19T17:25:41.271,127.0.0.1,127.0.0.1,TCP,137,4
1104,2020-10-19T17:25:41.271,127.0.0.1,127.0.0.1,TCP,43,2
1105,2020-10-19T17:25:41.271,127.0.0.1,127.0.0.1,TCP,43,2
1106,2020-10-19T17:25:41.396,127.0.0.1,127.0.0.1,TCP,43,2
1107,2020-10-19T17:25:41.474,127.0.0.1,127.0.0.1,TCP,112,0
1108,2020-10-19T17:25:41.677,127.0.0.1,127.0.0.1,TCP,141,1
1109,2020-10-19T17:25:41.741,127.0.0.1,127.0.0.1,TCP,137,4
1110,2020-10-19T17:25:41.742,127.0.0.1,127.0.0.1,TCP,43,2
1111,2020-10-19T17:25:41.742,127.0.0.1,127.0.0.1,TCP,43,2
1112,2020-10-19T17:25:41.742,127.0.0.1,127.0.0.1,TCP,43,2
1113,2020-10-19T17:25:41.836,127.0.0.1,127.0.0.1,TCP,112,0
1114,2020-10-19T17:25:42.054,127.0.0.1,127.0.0.1,TCP,141,1
1115,2020-10-19T17:25:42.086,127.0.0.1,127.0.0.1,TCP,137,4
1116,2020-10-19T17:25:42.086,127.0.0.1,127.0.0.1,TCP,43,2
1117,2020-10-19T17:25:42.086,127.0.0.1,127.0.0.1,TCP,43,2
1118,2020-10-19T17:25:42.101,127.0.0.1,127.0.0.1,TCP,43,2
1119,2020-10-19T17:25:42.101,127.0.0.1,127.0.0.1,TCP,112,0
1120,2020-10-19T17:25:42.304,127.0.0.1,127.0.0.1,TCP,141,1
1121,2020-10-19T17:25:42.351,127.0.0.1,127.0.0.1,TCP,137,4
1122,2020-10-19T17:25:42.351,127.0.0.1,127.0.0.1,TCP,43,2
1123,2020-10-19T17:25:42.351,127.0.0.1,127.0.0.1,TCP,43,2
1124,2020-10-19T17:25:42.351,127.0.0.1,127.0.0.1,TCP,43,2
1125,2020-10-19T17:25:42.367,127.0.0.1,127.0.0.1,TCP,112,0
1126,2020-10-19T17:25:42.570,127.0.0.1,127.0.0.1,TCP,141,1
1127,2020-10-19T17:25:42.617,127.0.0.1,127.0.0.1,TCP,137,4
1128,2020-10-19T17:25:42.617,127.0.0.1,127.0.0.1,TCP,43,2
1129,2020-10-19T17:25:42.751,127.0.0.1,127.0.0.1,TCP,43,2
1130,2020-10-19T17:25:42.752,127.0.0.1,127.0.0.1,TCP,43,2
1131,2020-10-19T17:25:42.768,127.0.0.1,127.0.0.1,TCP,112,0
1132,2020-10-19T17:25:42.987,127.0.0.1,127.0.0.1,TCP,141,1
1133,2020-10-19T17:25:43.034,127.0.0.1,127.0.0.1,TCP,137,4
1134,2020-10-19T17:25:43.034,127.0.0.1,127.0.0.1,TCP,43,2
1135,2020-10-19T17:25:43.034,127.0.0.1,127.0.0.1,TCP,43,2
1136,2020-10-19T17:25:43.049,127.0.0.1,127.0.0.1,TCP,43,2
1137,2020-10-19T17:25:43.065,127.0.0.1,127.0.0.1,TCP,112,0
1138,2020-10-19T17:25:43.268,127.0.0.1,127.0.0.1,TCP,141,1
1139,2020-10-19T17:25:43.315,127.0.0.1,127.0.0.1,TCP,137,4
1140,2020-10-19T17:25:43.315,127.0.0.1,127.0.0.1,TCP,43,2
1141,2020-10-19T17:25:43.315,127.0.0.1,127.0.0.1,TCP,43,2
1142,2020-10-19T17:25:43.424,127.0.0.1,127.0.0.1,TCP,43,2
1143,2020-10-19T17:25:43.518,127.0.0.1,127.0.0.1,TCP,112,0
1144,2020-10-19T17:25:43.721,127.0.0.1,127.0.0.1,TCP,141,1
1145,2020-10-19T17:25:43.771,127.0.0.1,127.0.0.1,TCP,137,4
1146,2020-10-19T17:25:43.771,127.0.0.1,127.0.0.1,TCP,43,2
1147,2020-10-19T17:25:43.771,127.0.0.1,127.0.0.1,TCP,43,2
1148,2020-10-19T17:25:43.787,127.0.0.1,127.0.0.1,TCP,43,2
1149,2020-10-19T17:25:43.865,127.0.0.1,127.0.0.1,TCP,112,0
1150,2020-10-19T17:25:44.068,127.0.0.1,127.0.0.1,TCP,141,1
1151,2020-10-19T17:25:44.115,127.0.0.1,127.0.0.1,TCP,137,4
1152,2020-10-19T17:25:44.115,127.0.0.1,127.0.0.1,TCP,43,2
1153,2020-10-19T17:25:44.115,127.0.0.1,127.0.0.1,TCP,43,2
1154,2020-10-19T17:25:44.131,127.0.0.1,127.0.0.1,TCP,43,2
1155,2020-10-19T17:25:44.146,127.0.0.1,127.0.0.1,TCP,112,0
1156,2020-10-19T17:25:44.349,127.0.0.1,127.0.0.1,TCP,141,1
1157,2020-10-19T17:25:44.396,127.0.0.1,127.0.0.1,TCP,137,4
1158,2020-10-19T17:25:44.396,127.0.0.1,127.0.0.1,TCP,43,2
1159,2020-10-19T17:25:44.396,127.0.0.1,127.0.0.1,TCP,43,2
1160,2020-10-19T17:25:44.412,127.0.0.1,127.0.0.1,TCP,43,2
1161,2020-10-19T17:25:44.412,127.0.0.1,127.0.0.1,TCP,112,0
1162,2020-10-19T17:25:44.615,127.0.0.1,127.0.0.1,TCP,141,1
1163,2020-10-19T17:25:44.662,127.0.0.1,127.0.0.1,TCP,137,4
1164,2020-10-19T17:25:44.662,127.0.0.1,127.0.0.1,TCP,43,2
1165,2020-10-19T17:25:44.818,127.0.0.1,127.0.0.1,TCP,43,2
1166,2020-10-19T17:25:44.824,127.0.0.1,127.0.0.1,TCP,43,2
1167,2020-10-19T17:25:44.840,127.0.0.1,127.0.0.1,TCP,112,0
1168,2020-10-19T17:25:45.043,127.0.0.1,127.0.0.1,TCP,141,1
1169,2020-10-19T17:25:45.106,127.0.0.1,127.0.0.1,TCP,137,4
1170,2020-10-19T17:25:45.106,127.0.0.1,127.0.0.1,TCP,43,2
1171,2020-10-19T17:25:45.106,127.0.0.1,127.0.0.1,TCP,43,2
1172,2020-10-19T17:25:45.121,127.0.0.1,127.0.0.1,TCP,43,2
1173,2020-10-19T17:25:45.137,127.0.0.1,127.0.0.1,TCP,112,0
1174,2020-10-19T17:25:45.340,127.0.0.1,127.0.0.1,TCP,141,1
1175,2020-10-19T17:25:45.387,127.0.0.1,127.0.0.1,TCP,137,4
1176,2020-10-19T17:25:45.387,127.0.0.1,127.0.0.1,TCP,43,2
1177,2020-10-19T17:25:45.387,127.0.0.1,127.0.0.1,TCP,43,2
1178,2020-10-19T17:25:45.496,127.0.0.1,127.0.0.1,TCP,43,2
1179,2020-10-19T17:25:45.574,127.0.0.1,127.0.0.1,TCP,112,0
1180,2020-10-19T17:25:45.777,127.0.0.1,127.0.0.1,TCP,141,1
1181,2020-10-19T17:25:45.843,127.0.0.1,127.0.0.1,TCP,137,4
1182,2020-10-19T17:25:45.843,127.0.0.1,127.0.0.1,TCP,43,2
1183,2020-10-19T17:25:45.843,127.0.0.1,127.0.0.1,TCP,43,2
1184,2020-10-19T17:25:45.859,127.0.0.1,127.0.0.1,TCP,43,2
1185,2020-10-19T17:25:45.921,127.0.0.1,127.0.0.1,TCP,112,0
1186,2020-10-19T17:25:46.124,127.0.0.1,127.0.0.1,TCP,141,1
1187,2020-10-19T17:25:46.187,127.0.0.1,127.0.0.1,TCP,137,4
1188,2020-10-19T17:25:46.187,127.0.0.1,127.0.0.1,TCP,43,2
1189,2020-10-19T17:25:46.187,127.0.0.1,127.0.0.1,TCP,43,2
1190,2020-10-19T17:25:46.203,127.0.0.1,127.0.0.1,TCP,43,2
1191,2020-10-19T17:25:46.218,127.0.0.1,127.0.0.1,TCP,112,0
1192,2020-10-19T17:25:46.421,127.0.0.1,127.0.0.1,TCP,141,1
1193,2020-10-19T17:25:46.468,127.0.0.1,127.0.0.1,TCP,137,4
1194,2020-10-19T17:25:46.468,127.0.0.1,127.0.0.1,TCP,43,2
1195,2020-10-19T17:25:46.468,127.0.0.1,127.0.0.1,TCP,43,2
1196,2020-10-19T17:25:46.468,127.0.0.1,127.0.0.1,TCP,43,2
1197,2020-10-19T17:25:46.484,127.0.0.1,127.0.0.1,TCP,112,0
1198,2020-10-19T17:25:46.687,127.0.0.1,127.0.0.1,TCP,141,1
1199,2020-10-19T17:25:46.734,127.0.0.1,127.0.0.1,TCP,137,4
1200,2020-10-19T17:25:46.734,127.0.0.1,127.0.0.1,TCP,43,2
1201,2020-10-19T17:25:46.874,127.0.0.1,127.0.0.1,TCP,43,2
1202,2020-10-19T17:25:46.890,127.0.0.1,127.0.0.1,TCP,43,2
1203,2020-10-19T17:25:46.905,127.0.0.1,127.0.0.1,TCP,112,0
1204,2020-10-19T17:25:47.108,127.0.0.1,127.0.0.1,TCP,141,1
1205,2020-10-19T17:25:47.155,127.0.0.1,127.0.0.1,TCP,137,4
1206,2020-10-19T17:25:47.155,127.0.0.1,127.0.0.1,TCP,43,2
1207,2020-10-19T17:25:47.155,127.0.0.1,127.0.0.1,TCP,43,2
1208,2020-10-19T17:25:47.171,127.0.0.1,127.0.0.1,TCP,43,2
1209,2020-10-19T17:25:47.187,127.0.0.1,127.0.0.1,TCP,112,0
1210,2020-10-19T17:25:47.390,127.0.0.1,127.0.0.1,TCP,141,1
1211,2020-10-19T17:25:47.437,127.0.0.1,127.0.0.1,TCP,137,4
1212,2020-10-19T17:25:47.437,127.0.0.1,127.0.0.1,TCP,43,2
1213,2020-10-19T17:25:47.437,127.0.0.1,127.0.0.1,TCP,43,2
1214,2020-10-19T17:25:47.546,127.0.0.1,127.0.0.1,TCP,43,2
1215,2020-10-19T17:25:47.640,127.0.0.1,127.0.0.1,TCP,112,0
1216,2020-10-19T17:25:47.843,127.0.0.1,127.0.0.1,TCP,141,1
1217,2020-10-19T17:25:47.891,127.0.0.1,127.0.0.1,TCP,137,4
1218,2020-10-19T17:25:47.892,127.0.0.1,127.0.0.1,TCP,43,2
1219,2020-10-19T17:25:47.892,127.0.0.1,127.0.0.1,TCP,43,2
1220,2020-10-19T17:25:47.892,127.0.0.1,127.0.0.1,TCP,43,2
1221,2020-10-19T17:25:47.970,127.0.0.1,127.0.0.1,TCP,112,0
1222,2020-10-19T17:25:48.173,127.0.0.1,127.0.0.1,TCP,141,1
1223,2020-10-19T17:25:48.236,127.0.0.1,127.0.0.1,TCP,137,4
1224,2020-10-19T17:25:48.236,127.0.0.1,127.0.0.1,TCP,43,2
1225,2020-10-19T17:25:48.236,127.0.0.1,127.0.0.1,TCP,43,2
1226,2020-10-19T17:25:48.252,127.0.0.1,127.0.0.1,TCP,43,2
1227,2020-10-19T17:25:48.252,127.0.0.1,127.0.0.1,TCP,112,0
1228,2020-10-19T17:25:48.470,127.0.0.1,127.0.0.1,TCP,141,1
1229,2020-10-19T17:25:48.517,127.0.0.1,127.0.0.1,TCP,137,4
1230,2020-10-19T17:25:48.517,127.0.0.1,127.0.0.1,TCP,43,2
1231,2020-10-19T17:25:48.517,127.0.0.1,127.0.0.1,TCP,43,2
1232,2020-10-19T17:25:48.517,127.0.0.1,127.0.0.1,TCP,43,2
1233,2020-10-19T17:25:48.533,127.0.0.1,127.0.0.1,TCP,112,0
1234,2020-10-19T17:25:48.736,127.0.0.1,127.0.0.1,TCP,141,1
1235,2020-10-19T17:25:48.783,127.0.0.1,127.0.0.1,TCP,137,4
1236,2020-10-19T17:25:48.783,127.0.0.1,127.0.0.1,TCP,43,2
1237,2020-10-19T17:25:48.939,127.0.0.1,127.0.0.1,TCP,43,2
1238,2020-10-19T17:25:48.946,127.0.0.1,127.0.0.1,TCP,43,2
1239,2020-10-19T17:25:48.962,127.0.0.1,127.0.0.1,TCP,112,0
1240,2020-10-19T17:25:49.181,127.0.0.1,127.0.0.1,TCP,141,1
1241,2020-10-19T17:25:49.212,127.0.0.1,127.0.0.1,TCP,137,4
1242,2020-10-19T17:25:49.212,127.0.0.1,127.0.0.1,TCP,43,2
1243,2020-10-19T17:25:49.212,127.0.0.1,127.0.0.1,TCP,43,2
1244,2020-10-19T17:25:49.227,127.0.0.1,127.0.0.1,TCP,43,2
1245,2020-10-19T17:25:49.243,127.0.0.1,127.0.0.1,TCP,112,0
1246,2020-10-19T17:25:49.446,127.0.0.1,127.0.0.1,TCP,141,1
1247,2020-10-19T17:25:49.493,127.0.0.1,127.0.0.1,TCP,137,4
1248,2020-10-19T17:25:49.493,127.0.0.1,127.0.0.1,TCP,43,2
1249,2020-10-19T17:25:49.493,127.0.0.1,127.0.0.1,TCP,43,2
1250,2020-10-19T17:25:49.602,127.0.0.1,127.0.0.1,TCP,43,2
1251,2020-10-19T17:25:49.681,127.0.0.1,127.0.0.1,TCP,112,0
1252,2020-10-19T17:25:49.899,127.0.0.1,127.0.0.1,TCP,141,1
1253,2020-10-19T17:25:49.965,127.0.0.1,127.0.0.1,TCP,137,4
1254,2020-10-19T17:25:49.965,127.0.0.1,127.0.0.1,TCP,43,2
1255,2020-10-19T17:25:49.965,127.0.0.1,127.0.0.1,TCP,43,2
1256,2020-10-19T17:25:49.981,127.0.0.1,127.0.0.1,TCP,43,2
1257,2020-10-19T17:25:50.059,127.0.0.1,127.0.0.1,TCP,112,0
1258,2020-10-19T17:25:50.262,127.0.0.1,127.0.0.1,TCP,141,1
1259,2020-10-19T17:25:50.309,127.0.0.1,127.0.0.1,TCP,137,4
1260,2020-10-19T17:25:50.309,127.0.0.1,127.0.0.1,TCP,43,2
1261,2020-10-19T17:25:50.309,127.0.0.1,127.0.0.1,TCP,43,2
1262,2020-10-19T17:25:50.324,127.0.0.1,127.0.0.1,TCP,43,2
1263,2020-10-19T17:25:50.340,127.0.0.1,127.0.0.1,TCP,112,0
1264,2020-10-19T17:25:50.543,127.0.0.1,127.0.0.1,TCP,141,1
1265,2020-10-19T17:25:50.590,127.0.0.1,127.0.0.1,TCP,137,4
1266,2020-10-19T17:25:50.590,127.0.0.1,127.0.0.1,TCP,43,2
1267,2020-10-19T17:25:50.590,127.0.0.1,127.0.0.1,TCP,43,2
1268,2020-10-19T17:25:50.590,127.0.0.1,127.0.0.1,TCP,43,2
1269,2020-10-19T17:25:50.606,127.0.0.1,127.0.0.1,TCP,112,0
1270,2020-10-19T17:25:50.809,127.0.0.1,127.0.0.1,TCP,141,1
1271,2020-10-19T17:25:50.856,127.0.0.1,127.0.0.1,TCP,137,4
1272,2020-10-19T17:25:50.856,127.0.0.1,127.0.0.1,TCP,43,2
1273,2020-10-19T17:25:50.994,127.0.0.1,127.0.0.1,TCP,43,2
1274,2020-10-19T17:25:50.996,127.0.0.1,127.0.0.1,TCP,43,2
1275,2020-10-19T17:25:51.011,127.0.0.1,127.0.0.1,TCP,112,0
1276,2020-10-19T17:25:51.214,127.0.0.1,127.0.0.1,TCP,141,1
1277,2020-10-19T17:25:51.261,127.0.0.1,127.0.0.1,TCP,137,4
1278,2020-10-19T17:25:51.261,127.0.0.1,127.0.0.1,TCP,43,2
1279,2020-10-19T17:25:51.261,127.0.0.1,127.0.0.1,TCP,43,2
1280,2020-10-19T17:25:51.277,127.0.0.1,127.0.0.1,TCP,43,2
1281,2020-10-19T17:25:51.293,127.0.0.1,127.0.0.1,TCP,112,0
1282,2020-10-19T17:25:51.496,127.0.0.1,127.0.0.1,TCP,141,1
1283,2020-10-19T17:25:51.543,127.0.0.1,127.0.0.1,TCP,137,4
1284,2020-10-19T17:25:51.543,127.0.0.1,127.0.0.1,TCP,43,2
1285,2020-10-19T17:25:51.543,127.0.0.1,127.0.0.1,TCP,43,2
1286,2020-10-19T17:25:51.652,127.0.0.1,127.0.0.1,TCP,43,2
1287,2020-10-19T17:25:51.730,127.0.0.1,127.0.0.1,TCP,112,0
1288,2020-10-19T17:25:51.933,127.0.0.1,127.0.0.1,TCP,141,1
1289,2020-10-19T17:25:51.980,127.0.0.1,127.0.0.1,TCP,137,4
1290,2020-10-19T17:25:51.980,127.0.0.1,127.0.0.1,TCP,43,2
1291,2020-10-19T17:25:51.980,127.0.0.1,127.0.0.1,TCP,43,2
1292,2020-10-19T17:25:51.980,127.0.0.1,127.0.0.1,TCP,43,2
1293,2020-10-19T17:25:52.071,127.0.0.1,127.0.0.1,TCP,112,0
1294,2020-10-19T17:25:52.289,127.0.0.1,127.0.0.1,TCP,141,1
1295,2020-10-19T17:25:52.321,127.0.0.1,127.0.0.1,TCP,137,4
1296,2020-10-19T17:25:52.321,127.0.0.1,127.0.0.1,TCP,43,2
1297,2020-10-19T17:25:52.321,127.0.0.1,127.0.0.1,TCP,43,2
1298,2020-10-19T17:25:52.336,127.0.0.1,127.0.0.1,TCP,43,2
1299,2020-10-19T17:25:52.336,127.0.0.1,127.0.0.1,TCP,112,0
1300,2020-10-19T17:25:52.539,127.0.0.1,127.0.0.1,TCP,141,1
1301,2020-10-19T17:25:52.586,127.0.0.1,127.0.0.1,TCP,137,4
1302,2020-10-19T17:25:52.586,127.0.0.1,127.0.0.1,TCP,43,2
1303,2020-10-19T17:25:52.586,127.0.0.1,127.0.0.1,TCP,43,2
1304,2020-10-19T17:25:52.586,127.0.0.1,127.0.0.1,TCP,43,2
1305,2020-10-19T17:25:52.602,127.0.0.1,127.0.0.1,TCP,112,0
1306,2020-10-19T17:25:52.805,127.0.0.1,127.0.0.1,TCP,141,1
1307,2020-10-19T17:25:52.852,127.0.0.1,127.0.0.1,TCP,137,4
1308,2020-10-19T17:25:52.852,127.0.0.1,127.0.0.1,TCP,43,2
1309,2020-10-19T17:25:53.008,127.0.0.1,127.0.0.1,TCP,43,2
1310,2020-10-19T17:25:53.008,127.0.0.1,127.0.0.1,TCP,43,2
1311,2020-10-19T17:25:53.024,127.0.0.1,127.0.0.1,TCP,112,0
1312,2020-10-19T17:25:53.242,127.0.0.1,127.0.0.1,TCP,141,1
1313,2020-10-19T17:25:53.274,127.0.0.1,127.0.0.1,TCP,137,4
1314,2020-10-19T17:25:53.274,127.0.0.1,127.0.0.1,TCP,43,2
1315,2020-10-19T17:25:53.274,127.0.0.1,127.0.0.1,TCP,43,2
1316,2020-10-19T17:25:53.290,127.0.0.1,127.0.0.1,TCP,43,2
1317,2020-10-19T17:25:53.305,127.0.0.1,127.0.0.1,TCP,112,0
1318,2020-10-19T17:25:53.509,127.0.0.1,127.0.0.1,TCP,141,1
1319,2020-10-19T17:25:53.556,127.0.0.1,127.0.0.1,TCP,137,4
1320,2020-10-19T17:25:53.556,127.0.0.1,127.0.0.1,TCP,43,2
1321,2020-10-19T17:25:53.556,127.0.0.1,127.0.0.1,TCP,43,2
1322,2020-10-19T17:25:53.665,127.0.0.1,127.0.0.1,TCP,43,2
1323,2020-10-19T17:25:53.743,127.0.0.1,127.0.0.1,TCP,112,0
1324,2020-10-19T17:25:53.946,127.0.0.1,127.0.0.1,TCP,141,1
1325,2020-10-19T17:25:54.009,127.0.0.1,127.0.0.1,TCP,137,4
1326,2020-10-19T17:25:54.009,127.0.0.1,127.0.0.1,TCP,43,2
1327,2020-10-19T17:25:54.009,127.0.0.1,127.0.0.1,TCP,43,2
1328,2020-10-19T17:25:54.009,127.0.0.1,127.0.0.1,TCP,43,2
1329,2020-10-19T17:25:54.071,127.0.0.1,127.0.0.1,TCP,112,0
1330,2020-10-19T17:25:54.291,127.0.0.1,127.0.0.1,TCP,141,1
1331,2020-10-19T17:25:54.323,127.0.0.1,127.0.0.1,TCP,137,4
1332,2020-10-19T17:25:54.323,127.0.0.1,127.0.0.1,TCP,43,2
1333,2020-10-19T17:25:54.323,127.0.0.1,127.0.0.1,TCP,43,2
1334,2020-10-19T17:25:54.338,127.0.0.1,127.0.0.1,TCP,43,2
1335,2020-10-19T17:25:54.354,127.0.0.1,127.0.0.1,TCP,112,0
1336,2020-10-19T17:25:54.557,127.0.0.1,127.0.0.1,TCP,141,1
1337,2020-10-19T17:25:54.604,127.0.0.1,127.0.0.1,TCP,137,4
1338,2020-10-19T17:25:54.604,127.0.0.1,127.0.0.1,TCP,43,2
1339,2020-10-19T17:25:54.604,127.0.0.1,127.0.0.1,TCP,43,2
1340,2020-10-19T17:25:54.604,127.0.0.1,127.0.0.1,TCP,43,2
1341,2020-10-19T17:25:54.620,127.0.0.1,127.0.0.1,TCP,112,0
1342,2020-10-19T17:25:54.823,127.0.0.1,127.0.0.1,TCP,141,1
1343,2020-10-19T17:25:54.870,127.0.0.1,127.0.0.1,TCP,137,4
1344,2020-10-19T17:25:54.870,127.0.0.1,127.0.0.1,TCP,43,2
1345,2020-10-19T17:25:55.073,127.0.0.1,127.0.0.1,TCP,43,2
1346,2020-10-19T17:25:55.088,127.0.0.1,127.0.0.1,TCP,43,2
1347,2020-10-19T17:25:55.088,127.0.0.1,127.0.0.1,TCP,112,0
1348,2020-10-19T17:25:55.306,127.0.0.1,127.0.0.1,TCP,141,1
